UC2_Literal,Report Number,Report Date,Location,Beat,Neigborhood,NPU,Lat,Long,
LARCENY-FROM VEHICLE,191512050,05/31/2019,3620 GINNIS CT SW,407,Fairburn Mays,H,33.73141,-84.51195,
LARCENY-FROM VEHICLE,191512241,05/31/2019,144 MORELAND AVE NE,606,Reynoldstown,N,33.75736,-84.3496,
LARCENY-FROM VEHICLE,191512464,05/31/2019,707 MIAMI CIR NE,211,Lindbergh/Morosgo,B,33.8291,-84.36395,
LARCENY-FROM VEHICLE,191512473,05/31/2019,540 PHARR RD NE,206,Buckhead Village,B,33.83707,-84.37018,
LARCENY-FROM VEHICLE,191512496,05/31/2019,758 PONCE DE LEON AVE NE,601,Virginia Highland,F,33.77412,-84.36228,
LARCENY-NON VEHICLE,191511116,05/31/2019,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278,
LARCENY-NON VEHICLE,191511129,05/31/2019,650 PONCE DE LEON AVE NE @STAPLES - PONCE,614,Midtown,E,33.77469,-84.36561,
LARCENY-NON VEHICLE,191511194,05/31/2019,2178 CAMPBELLTON RD SW,410,Campbellton Road,R,33.70514,-84.45947,
LARCENY-NON VEHICLE,191511305,05/31/2019,842 PEACHTREE ST NE,505,Midtown,E,33.77756,-84.38482,
LARCENY-NON VEHICLE,191511410,05/31/2019,2525 PIEDMONT RD NE @HOME DEPOT,211,Lindbergh/Morosgo,B,33.824,-84.36521,
LARCENY-NON VEHICLE,191511653,05/31/2019,1275 CAROLINE ST NE @TARGET - CAROLINE,609,Edgewood,O,33.75674,-84.34619,
LARCENY-NON VEHICLE,191511895,05/31/2019,375 18TH ST NW @TARGET - 18TH,501,Atlantic Station,E,33.79303,-84.39921,
LARCENY-NON VEHICLE,191512118,05/31/2019,2045 DONALD LEE HOLLOWELL PKWY NW,107,Grove Park,J,33.7774,-84.45214,
LARCENY-FROM VEHICLE,191510904,05/31/2019,2450 MEMORIAL DR SE,611,East Lake,O,33.74741,-84.30694,
LARCENY-FROM VEHICLE,191511805,05/31/2019,759 W PEACHTREE ST NE,505,Midtown,E,33.77538,-84.38696,
LARCENY-NON VEHICLE,191511158,05/31/2019,3445 PACES FOREST RD NW,202,West Paces Ferry/Northside,A,33.84904,-84.42461,
LARCENY-NON VEHICLE,191510777,05/31/2019,835 OGLETHORPE AVE SW,401,West End,T,33.73592,-84.41564,
LARCENY-NON VEHICLE,191511318,05/31/2019,3393 PEACHTREE RD NE @LENOX MALL,210,Lenox,B,33.84676,-84.36212,
LARCENY-NON VEHICLE,191510698,05/31/2019,1481 PINE ST NW,207,Loring Heights,E,33.79534,-84.40088,
LARCENY-NON VEHICLE,191510711,05/31/2019,1740 S GORDON ST SW,404,Westview,T,33.73955,-84.44484,
LARCENY-NON VEHICLE,191511281,05/31/2019,985 MEMORIAL DR SE,606,Reynoldstown,N,33.74627,-84.355,
LARCENY-NON VEHICLE,191512133,05/31/2019,3344 PEACHTREE RD NE,208,North Buckhead,B,33.84652,-84.36834,
LARCENY-NON VEHICLE,191512134,05/31/2019,2265 PERRY BLVD NW,110,Scotts Crossing,G,33.80595,-84.46416,
AUTO THEFT,191510501,05/31/2019,550 WINDSOR ST SW,303,Mechanicsville,V,33.73989,-84.3982,
AUTO THEFT,191510615,05/31/2019,2069 DUNWOODY ST NE,610,Kirkwood,O,33.75207,-84.3199,
AUTO THEFT,191510753,05/31/2019,1994 BENT CREEK WAY SW,410,Campbellton Road,R,33.7011,-84.46631,
AUTO THEFT,191510759,05/31/2019,I-75-85 SB EXPY SW / UNIVERSITY AVE SW,302,Blair Villa/Poole Creek,Z,33.65741,-84.38906,
AUTO THEFT,191511088,05/31/2019,3024 MARTIN LUTHER KING JR DR SW,405,Harland Terrace,I,33.7527,-84.48607,
AUTO THEFT,191511953,05/31/2019,100 BAGLEY ST NE @FRANKIE ALLEN PARK,206,Garden Hills,B,33.83689,-84.37394,
AUTO THEFT,191511957,05/31/2019,568 CHAPPELL RD NW,107,Grove Park,J,33.77075,-84.43407,
AUTO THEFT,191512043,05/31/2019,2305 DONALD LEE HOLLOWELL PKWY NW @CENTER HILL PARK,109,Center Hill,J,33.77704,-84.46053,
AUTO THEFT,191510901,05/31/2019,661 AUBURN AVE NE,604,Old Fourth Ward,M,33.75532,-84.36563,
ROBBERY-PEDESTRIAN,191511411,05/31/2019,1342 PRYOR RD SW,305,High Point,Y,33.7185,-84.39341,
ROBBERY-PEDESTRIAN,191510360,05/31/2019,472 COURTLAND ST NE,509,Downtown,M,33.76763,-84.38419,
ROBBERY-RESIDENCE,191511609,05/31/2019,2423 MARTIN L KING JR DR NW,108,Florida Heights,I,33.75183,-84.46623,
AGG ASSAULT,191510268,05/31/2019,151 CLEVELAND AVE SW,310,Browns Mill Park,Z,33.68148,-84.39422,
AGG ASSAULT,191511544,05/31/2019,1083 EUCLID AVE NE,602,Inman Park,N,33.76323,-84.35155,
AGG ASSAULT,191511547,05/31/2019,575 IRA ST SW,303,Mechanicsville,V,33.7391,-84.40013,
AGG ASSAULT,191511049,05/31/2019,345 10TH ST NE,503,Midtown,E,33.7815,-84.37599,
AGG ASSAULT,191502595,05/31/2019,3810 CAMBELTON RD,413,,P,33.69028,-84.51343,
AGG ASSAULT,191512042,05/31/2019,1058 HOWELL MILL RD NW,501,Home Park,E,33.78345,-84.4119,
AGG ASSAULT,191512145,05/31/2019,960 ALLENE AVE SW,301,Adair Park,V,33.72874,-84.41337,
AGG ASSAULT,191512267,05/31/2019,512 LUCKIE ST NW,504,Downtown,M,33.76926,-84.39619,
BURGLARY-RESIDENCE,191510656,05/31/2019,785 PONCE DE LEON PL NE,601,Virginia Highland,F,33.77602,-84.36358,
BURGLARY-RESIDENCE,191510872,05/31/2019,1228 KENILWORH DR SW,403,Venetian Hills,S,33.72161,-84.4339,
BURGLARY-RESIDENCE,191510893,05/31/2019,1576 BREWER BLVD SW,306,Sylvan Hills,X,33.71186,-84.41665,
BURGLARY-RESIDENCE,191510975,05/31/2019,1525 VENETIAN DR SW,403,Venetian Hills,S,33.7148,-84.43849,
BURGLARY-RESIDENCE,191511253,05/31/2019,2031 CHICAGO AVE NW,107,Grove Park,J,33.76485,-84.45386,
BURGLARY-RESIDENCE,191511455,05/31/2019,260 HUNNICUTT ST NW,504,Downtown,M,33.7687,-84.39239,
BURGLARY-RESIDENCE,191511705,05/31/2019,1353 FINLEY ST NE,609,Edgewood,O,33.75625,-84.34316,
BURGLARY-RESIDENCE,191512515,05/31/2019,660 RALPH MCGILL BLVD NE,603,Old Fourth Ward,M,33.76462,-84.36561,
BURGLARY-NONRES,191510693,05/31/2019,2247 CASCADE RD SW,406,Cascade Avenue/Road,S,33.72272,-84.46205,
BURGLARY-NONRES,191510803,05/31/2019,412 SAWTELL AVE SE,307,Lakewood Heights,Y,33.70822,-84.37541,
BURGLARY-NONRES,191511005,05/31/2019,40 PEACHTREE VALLEY RD NE,207,,E,33.81097,-84.39154,
BURGLARY-NONRES,191511325,05/31/2019,2115 MONROE DR NE,212,Piedmont Heights,F,33.81007,-84.3713,
BURGLARY-RESIDENCE,191510721,05/31/2019,2640 MARTIN L KING JR DR SW,405,Harland Terrace,I,33.75381,-84.47425,
BURGLARY-RESIDENCE,191511929,05/31/2019,1069 GLENWOOD AVE SE,607,Ormewood Park,W,33.7401,-84.35229,
BURGLARY-NONRES,191511286,05/31/2019,3761 CAMPBELLTON RD SW,412,Kings Forest,P,33.69087,-84.51166,
BURGLARY-RESIDENCE,191501995,05/30/2019,379 ANDREW J HAIRSTON PL NW,506,English Avenue,L,33.76505,-84.41359,
BURGLARY-RESIDENCE,191502031,05/30/2019,2520 JONESBORO RD SE,308,Leila Valley,Z,33.68463,-84.36481,
BURGLARY-NONRES,191500355,05/30/2019,2100 SPINK ST NW,103,Riverside,D,33.80816,-84.46473,
BURGLARY-RESIDENCE,191500021,05/30/2019,717 LEE ST SW,401,West End,T,33.73516,-84.41421,
BURGLARY-RESIDENCE,191500711,05/30/2019,2407 ANTWERP DR SE,310,Browns Mill Park,Z,33.68876,-84.38538,
BURGLARY-RESIDENCE,191501348,05/30/2019,214 ADAIR AVE SE,307,Lakewood Heights,Y,33.70642,-84.38107,
AGG ASSAULT,191500253,05/30/2019,2770 CRESCENDO DR NW,112,Collier Heights,I,33.77406,-84.47818,
AGG ASSAULT,191500969,05/30/2019,2967 METROPOLITAN PKWY SW,311,Hammond Park,X,33.67421,-84.40889,
AGG ASSAULT,191501016,05/30/2019,1012 WESTMOOR DR NW,105,Washington Park,K,33.75932,-84.42089,
AGG ASSAULT,191501729,05/30/2019,1994 BENT CREEK WAY SW,410,Campbellton Road,R,33.7011,-84.46631,
AGG ASSAULT,191500138,05/30/2019,1100 FOREST VALLEY DR SE,313,South River Gardens,Z,33.64979,-84.35548,
AGG ASSAULT,191501774,05/30/2019,1500 MCLENDON AVE NE @CANDLER CITY PARK,608,Candler Park,N,33.76497,-84.33827,
AGG ASSAULT,191502217,05/30/2019,493 WILLARD AVE SW,404,Westview,T,33.7416,-84.43692,
ROBBERY-PEDESTRIAN,191500051,05/30/2019,641 NORTH AVE NE,603,Old Fourth Ward,M,33.77103,-84.36618,
ROBBERY-RESIDENCE,191502088,05/30/2019,1994 BENT CREEK WAY SW,410,Campbellton Road,R,33.7011,-84.46631,
ROBBERY-PEDESTRIAN,191502141,05/30/2019,687 CASCADE AVE SW,403,Westview,T,33.73682,-84.43647,
AUTO THEFT,191500592,05/30/2019,952 BECKWITH ST SW,104,Ashview Heights,T,33.75229,-84.41868,
AUTO THEFT,191500237,05/30/2019,343 JOSEPH E LOWERY BLVD SW,104,Ashview Heights,T,33.74569,-84.41786,
AUTO THEFT,191500350,05/30/2019,449 MORELAND AVE NE,608,Candler Park,N,33.76667,-84.34891,
AUTO THEFT,191500401,05/30/2019,250 FULTON ST SW,303,Mechanicsville,V,33.74182,-84.39607,
AUTO THEFT,191500403,05/30/2019,3746 CROSBY DR NW,114,Carroll Heights,H,33.7726,-84.51011,
AUTO THEFT,191500446,05/30/2019,2693 WASHINGTON ST NW,112,Collier Heights,I,33.77388,-84.47572,
AUTO THEFT,191500562,05/30/2019,2786 OLD HAPEVILLE RD SW,312,Glenrose Heights,Z,33.67904,-84.39327,
AUTO THEFT,191501540,05/30/2019,29 MORELAND AVE NE,609,Edgewood,O,33.75432,-84.34909,
AUTO THEFT,191502393,05/30/2019,3639 PEACHTREE RD NE,210,Ridgedale Park,B,33.85373,-84.35777,
LARCENY-NON VEHICLE,191500341,05/30/2019,80 JESSE HILL JR DR SE @GRADY HOSPITAL,510,Downtown,M,33.75168,-84.38198,
LARCENY-NON VEHICLE,191500386,05/30/2019,953 MORELAND AVE SE,607,Ormewood Park,W,33.72868,-84.34974,
LARCENY-NON VEHICLE,191500647,05/30/2019,3518 BOLFAIR DR NW,114,Carroll Heights,H,33.77714,-84.50256,
LARCENY-NON VEHICLE,191500739,05/30/2019,1530 WOODBINE AVE SE @COAN COMMUNITY CENT,610,Kirkwood,O,33.75194,-84.33668,
LARCENY-NON VEHICLE,191500743,05/30/2019,4001 POWERS FERRY RD NW,202,Chastain Park,A,33.86639,-84.3893,
LARCENY-NON VEHICLE,191500842,05/30/2019,3232 PEACHTREE RD NE,208,Buckhead Forest,B,33.84413,-84.37409,
LARCENY-NON VEHICLE,191501123,05/30/2019,2786 OLD HAPEVILLE RD SW,312,Glenrose Heights,Z,33.67904,-84.39327,
LARCENY-NON VEHICLE,191501556,05/30/2019,704 CONNALLY ST SE,304,Summerhill,V,33.73543,-84.38072,
LARCENY-NON VEHICLE,191501623,05/30/2019,3755 PEACHTREE RD NE,210,Ridgedale Park,B,33.85566,-84.34884,
LARCENY-NON VEHICLE,191501687,05/30/2019,537 PARK AVE SE @GRANT PARK,605,Grant Park,W,33.74031,-84.37167,
LARCENY-NON VEHICLE,191501980,05/30/2019,2423 MARTIN L KING JR DR NW,108,Florida Heights,I,33.75183,-84.46623,
LARCENY-NON VEHICLE,191502220,05/30/2019,631 BROADVIEW PL NE,211,Lindbergh/Morosgo,B,33.82105,-84.36345,
LARCENY-NON VEHICLE,191502433,05/30/2019,171 6TH ST NE,505,Midtown,E,33.77709,-84.38185,
LARCENY-NON VEHICLE,191511010,05/30/2019,1090 WHITE OAK AVE SW,402,West End,T,33.73321,-84.42428,
LARCENY-FROM VEHICLE,191492306,05/30/2019,501 CONNELL AVE SW,309,Perkerson,X,33.68327,-84.40662,
LARCENY-FROM VEHICLE,191501147,05/30/2019,2300 JONESBORO RD SE,308,Leila Valley,Z,33.69226,-84.3644,
LARCENY-NON VEHICLE,191500031,05/30/2019,CRESTWELL CIR SW / LOFTY LN SW,407,Thomasville Heights,Z,33.70764,-84.36005,
LARCENY-NON VEHICLE,191500838,05/30/2019,1390 NORTHSIDE DR NW,207,Berkeley Park,D,33.79264,-84.40796,
LARCENY-NON VEHICLE,191501149,05/30/2019,247 MORELAND AVE SE,606,Reynoldstown,N,33.74699,-84.34958,
LARCENY-NON VEHICLE,191501394,05/30/2019,3850 JONESBORO RD SE @EXPOSITION CENTER,313,South River Gardens,Z,33.65088,-84.36362,
LARCENY-NON VEHICLE,191501500,05/30/2019,2920 PHARR COURT SOUTH NW,206,Peachtree Heights West,B,33.83536,-84.38608,
LARCENY-NON VEHICLE,191502024,05/30/2019,2284 CHESHIRE BRIDGE RD NE,212,Lindridge/Martin Manor,F,33.81757,-84.35207,
LARCENY-NON VEHICLE,191502210,05/30/2019,490 GLENN ST SW,303,Mechanicsville,V,33.73805,-84.40262,
LARCENY-NON VEHICLE,191502463,05/30/2019,174 CARROLL ST SE,606,Cabbagetown,N,33.74995,-84.36794,
LARCENY-NON VEHICLE,191500186,05/30/2019,120 MARIETTA ST NW @GLENN BUILDING,507,Downtown,M,33.75713,-84.39294,
LARCENY-NON VEHICLE,191500849,05/30/2019,3050 MARTIN LUTHER KING JR DRIVE SW,405,Harland Terrace,I,33.75177,-84.4857,
LARCENY-NON VEHICLE,191500926,05/30/2019,2350 CHESHIRE BRIDGE RD NE,212,Lindridge/Martin Manor,F,33.8195,-84.35199,
LARCENY-NON VEHICLE,191500992,05/30/2019,261 19TH ST NW,501,Atlantic Station,E,33.79371,-84.39677,
LARCENY-NON VEHICLE,191501095,05/30/2019,230 18TH ST NW,501,Atlantic Station,E,33.79161,-84.3981,
LARCENY-NON VEHICLE,191501134,05/30/2019,1176 CHATTAHOOCHEE AVE NW,103,Blandtown,D,33.80058,-84.42561,
LARCENY-NON VEHICLE,191501138,05/30/2019,680 PONCE DE LEON AVE NE,614,Midtown,E,33.77406,-84.36528,
LARCENY-NON VEHICLE,191501248,05/30/2019,3393 PEACHTREE RD NE @Multiple,210,Lenox,B,33.84676,-84.36212,
LARCENY-NON VEHICLE,191501374,05/30/2019,375 18TH ST NW @TARGET - 18TH,501,Atlantic Station,E,33.79303,-84.39921,
LARCENY-NON VEHICLE,191501399,05/30/2019,1796 DELOWE DR SW,410,Campbellton Road,R,33.70583,-84.45716,
LARCENY-NON VEHICLE,191501744,05/30/2019,2539 PIEDMONT RD NE @TARGET - PIEDMONT,211,Lindbergh/Morosgo,B,33.82403,-84.36328,
LARCENY-NON VEHICLE,191502505,05/30/2019,1630 JONESBORO RD SE,307,Lakewood Heights,Y,33.70722,-84.37976,
LARCENY-FROM VEHICLE,191500154,05/30/2019,1080 W PEACHTREE ST,503,Midtown,E,33.7847,-84.38817,
LARCENY-FROM VEHICLE,191500230,05/30/2019,468 MORELAND AVE NE,602,Inman Park,N,33.76694,-84.34915,
LARCENY-FROM VEHICLE,191500547,05/30/2019,570 SPRING ST NW,509,Downtown,M,33.77028,-84.38939,
LARCENY-FROM VEHICLE,191500576,05/30/2019,450 STONEWALL ST SW,507,Castleberry Hill,M,33.74954,-84.40249,
LARCENY-FROM VEHICLE,191500629,05/30/2019,1885 WELLBOURNE DR NE,613,Morningside/Lenox Park,F,33.80604,-84.35972,
LARCENY-FROM VEHICLE,191500654,05/30/2019,765 MCDANIEL ST SW,302,Pittsburgh,V,33.73365,-84.40221,
LARCENY-FROM VEHICLE,191501098,05/30/2019,1210 MENLO DR NW,103,Blandtown,D,33.78744,-84.42407,
LARCENY-FROM VEHICLE,191501112,05/30/2019,1225 CAROLINE ST NE @TARGET - CAROLINE,609,Edgewood,O,33.75605,-84.34813,
LARCENY-FROM VEHICLE,191501381,05/30/2019,1654 S ALVARADO TER SW @APS TUSKEGEE,404,Cascade Avenue/Road,S,33.73111,-84.44125,
LARCENY-FROM VEHICLE,191501413,05/30/2019,3334 PEACHTREE RD NE @ONE BUCKHEAD LOOP,208,North Buckhead,B,33.84911,-84.37075,
LARCENY-FROM VEHICLE,191501505,05/30/2019,1943 PEACHTREE RD,207,Brookwood Hills,E,33.80836,-84.39356,
LARCENY-FROM VEHICLE,191501658,05/30/2019,263 10TH ST NE,503,Midtown,E,33.78218,-84.37867,
LARCENY-FROM VEHICLE,191501759,05/30/2019,1932 OANA ST SW,306,Sylvan Hills,X,33.70181,-84.41279,
LARCENY-FROM VEHICLE,191501872,05/30/2019,275 BAKER ST NW,508,Downtown,M,33.76206,-84.39568,
LARCENY-FROM VEHICLE,191502151,05/30/2019,3012 JONESBORO RD SE,313,South River Gardens,Z,33.67225,-84.37156,
LARCENY-FROM VEHICLE,191502196,05/30/2019,668 11TH ST NW,501,Home Park,E,33.78269,-84.40878,
LARCENY-FROM VEHICLE,191502380,05/30/2019,64 BOULEVARD SE,604,Old Fourth Ward,M,33.75265,-84.37123,
LARCENY-FROM VEHICLE,191502385,05/30/2019,38 JOHN PORTMAN BLVD NE,509,Downtown,M,33.76104,-84.38576,
LARCENY-FROM VEHICLE,191502432,05/30/2019,1609 JACKSON TRACE CT NW,113,Lincoln Homes,G,33.79976,-84.47582,
LARCENY-FROM VEHICLE,191502502,05/30/2019,939 PONCE DE LEON AVE NE,602,Poncey-Highland,N,33.77351,-84.35663,
LARCENY-FROM VEHICLE,191502556,05/30/2019,1071 PIEDMONT AVE NE,502,Midtown,E,33.78385,-84.37868,
LARCENY-FROM VEHICLE,191502605,05/30/2019,10TH ST NW / SPRING ST NW,503,Midtown,E,33.78151,-84.38917,
LARCENY-NON VEHICLE,191490567,05/29/2019,13 DECATUR ST SE,511,Downtown,M,33.75403,-84.38947,
LARCENY-NON VEHICLE,191490969,05/29/2019,3509 MARTIN L KING JR DR NW,111,Adamsville,H,33.7581,-84.50258,
LARCENY-NON VEHICLE,191490987,05/29/2019,3885 JONESBORO RD SE @HOME DEPOT,313,South River Gardens,Z,33.64883,-84.36584,
LARCENY-NON VEHICLE,191490989,05/29/2019,439 HIGHLAND AVE NE,604,Old Fourth Ward,M,33.76101,-84.37345,
LARCENY-NON VEHICLE,191492146,05/29/2019,1275 CAROLINE ST NE @TARGET - CAROLINE,609,Edgewood,O,33.75674,-84.34619,
LARCENY-FROM VEHICLE,191490510,05/29/2019,772 CHARLES ALLEN DR NE,614,Midtown,E,33.77577,-84.37312,
LARCENY-FROM VEHICLE,191491438,05/29/2019,1361 DONALD LEE HOLLOWEL PKWY NW,106,Hunter Hills,K,33.76008,-84.43698,
LARCENY-FROM VEHICLE,191491850,05/29/2019,376 ROY ST SW,302,Pittsburgh,V,33.72404,-84.40041,
LARCENY-NON VEHICLE,191490901,05/29/2019,504 FAIR ST SW,507,Castleberry Hill,M,33.74848,-84.40423,
LARCENY-NON VEHICLE,191491127,05/29/2019,1800 HOWELL MILL RD NW,204,Underwood Hills,D,33.80454,-84.41368,
LARCENY-NON VEHICLE,191491360,05/29/2019,2001 PEACHTREE RD NE,207,,E,33.80928,-84.39307,
LARCENY-NON VEHICLE,191491500,05/29/2019,1712 RICHMOND AVE SE,307,Lakewood Heights,Y,33.70795,-84.37753,
LARCENY-NON VEHICLE,191491813,05/29/2019,1688 PEACHTREE ST NW @Multiple,207,Brookwood,E,33.79939,-84.3926,
LARCENY-NON VEHICLE,191491840,05/29/2019,500 NORTHSIDE CIR NW,207,Loring Heights,E,33.79724,-84.40668,
LARCENY-NON VEHICLE,191491913,05/29/2019,2 JOSEPH E LOWERY BLVD SW,101,Atlanta University Center,T,33.75462,-84.41744,
ROBBERY-PEDESTRIAN,191490733,05/29/2019,1058 LENA ST NW,105,Washington Park,K,33.75799,-84.42287,
ROBBERY-PEDESTRIAN,191490976,05/29/2019,102 OLLIE ST NW @WASHINGTON PARK,105,Washington Park,K,33.75799,-84.42287,
ROBBERY-PEDESTRIAN,191491867,05/29/2019,608 14TH ST NW,501,Home Park,E,33.78578,-84.40707,
ROBBERY-PEDESTRIAN,191491503,05/29/2019,1739  MARTIN L KING JR DR NW,104,Mozley Park,K,33.75103,-84.44412,
LARCENY-NON VEHICLE,191490341,05/29/2019,3260 NORTHSIDE DR NW ,205,,C,33.84378,-84.40772,
LARCENY-NON VEHICLE,191490800,05/29/2019,876 WASHINGTON ST SW,304,Peoplestown,V,33.73104,-84.39082,
LARCENY-NON VEHICLE,191490900,05/29/2019,626 PARKWAY DR NE,603,Old Fourth Ward,M,33.77178,-84.37289,
LARCENY-NON VEHICLE,191491112,05/29/2019,710 PEACHTREE ST NE,505,Midtown,E,33.77411,-84.38484,
LARCENY-NON VEHICLE,191491265,05/29/2019,4279 ROSWELL RD NE @PUBLIX - ROSWELL,209,North Buckhead,B,33.87115,-84.3793,
LARCENY-NON VEHICLE,191491684,05/29/2019,674 BELLEMEADE AVE NW,207,Berkeley Park,D,33.80022,-84.41025,
LARCENY-NON VEHICLE,191491922,05/29/2019,182 SPRINGDALE DR NE,211,Peachtree Hills,B,33.82201,-84.38162,
LARCENY-NON VEHICLE,191492304,05/29/2019,3232 PEACHTREE RD NE,208,Buckhead Forest,B,33.84413,-84.37409,
LARCENY-FROM VEHICLE,191490012,05/29/2019,327 MEMORIAL DR SE,605,Grant Park,W,33.74656,-84.37679,
LARCENY-FROM VEHICLE,191490019,05/29/2019,736 PONCE DE LEON AVE NE,601,Virginia Highland,F,33.77386,-84.3631,
LARCENY-FROM VEHICLE,191490160,05/29/2019,700 MCGRUDER ST NE,604,Old Fourth Ward,M,33.7586,-84.36513,
LARCENY-FROM VEHICLE,191490317,05/29/2019,2891 PARROT AVE NW,103,Whittier Mill Village,D,33.80957,-84.4819,
LARCENY-FROM VEHICLE,191490417,05/29/2019,1103 LANIER BLVD NE,601,Virginia Highland,F,33.7844,-84.35094,
LARCENY-FROM VEHICLE,191490500,05/29/2019,861 ARLINGTON PL NE,601,Virginia Highland,F,33.77812,-84.35121,
LARCENY-FROM VEHICLE,191490632,05/29/2019,146 TURMAN AVE,307,Lakewood Heights,Y,33.7085,-84.38423,
LARCENY-FROM VEHICLE,191490979,05/29/2019,879 LULLWATER PKWY NE,608,Druid Hills,N,33.77809,-84.33287,
LARCENY-FROM VEHICLE,191491311,05/29/2019,3849 BROWNS MILL RD SW,312,Glenrose Heights,Z,33.65279,-84.39361,
LARCENY-FROM VEHICLE,191491506,05/29/2019,3390 STRATFORD RD NE,208,North Buckhead,B,33.84983,-84.36779,
LARCENY-FROM VEHICLE,191491639,05/29/2019,327 PETERS ST SW,507,Castleberry Hill,M,33.74586,-84.40382,
LARCENY-FROM VEHICLE,191491668,05/29/2019,2687 ROSEMARY ST NW,103,Riverside,D,33.81338,-84.47604,
LARCENY-FROM VEHICLE,191492047,05/29/2019,360 MARIETTA ST NW @MBS LOT G,507,Downtown,M,33.76269,-84.39702,
LARCENY-FROM VEHICLE,191492081,05/29/2019,38 JOHN PORTMAN BLVD NE,509,Downtown,M,33.76104,-84.38576,
LARCENY-FROM VEHICLE,191492093,05/29/2019,70 COURTLAND ST NE,510,Downtown,M,33.75638,-84.38436,
LARCENY-FROM VEHICLE,191492136,05/29/2019,930 JUNIPER ST NE,503,Midtown,E,33.78,-84.38272,
LARCENY-FROM VEHICLE,191492137,05/29/2019,3755 CARMIA DR SW,414,Princeton Lakes,P,33.65571,-84.50908,
LARCENY-FROM VEHICLE,191492158,05/29/2019,128 E ANDREWS DR NW,206,South Tuxedo Park,B,33.84251,-84.38311,
LARCENY-FROM VEHICLE,191492206,05/29/2019,1125 SEABOARD AVE NE,606,Reynoldstown,N,33.75821,-84.35046,
LARCENY-FROM VEHICLE,191492236,05/29/2019,195 MILLS ST NW,504,Downtown,M,33.76541,-84.39373,
LARCENY-FROM VEHICLE,191492247,05/29/2019,758 PONCE DE LEON AVE NE,601,Virginia Highland,F,33.77412,-84.36228,
LARCENY-FROM VEHICLE,191492248,05/29/2019,741 MOROSGO DR NE,211,Lindbergh/Morosgo,B,33.82266,-84.3643,
LARCENY-FROM VEHICLE,191492275,05/29/2019,3335 MARTIN L KING JR DR NW,111,Adamsville,H,33.7551,-84.49652,
LARCENY-FROM VEHICLE,191492295,05/29/2019,2 COPENHILL AVE NE,602,Inman Park,N,33.7635,-84.35734,
LARCENY-FROM VEHICLE,191492310,05/29/2019,600 PONCE DE LEON AVE NE,614,Midtown,E,33.77376,-84.36722,
AUTO THEFT,191490401,05/29/2019,921 WESTMORELAND CIR NW,110,West Highlands,G,33.79009,-84.44969,
AUTO THEFT,191490559,05/29/2019,796 MAGNA CARTA DR NW,112,Collier Heights,I,33.77635,-84.48285,
AUTO THEFT,191490577,05/29/2019,1485 CROGMAN ST SE,305,South Atlanta,Y,33.71398,-84.38623,
